Question ID (machine readable),Response ID (machine readable),Response value,Answer requirement,Human-friendly question label
PSL_DATA_USAGE_RESPONSES:PSL_EMAILS:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,"Використання й обробка даних (Електронні адреси)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Реклама й маркетинг"
PSL_DATA_USAGE_RESPONSES:PSL_EMAILS:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,"Використання й обробка даних (Електронні адреси)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Персоналізація"
PSL_DATA_USAGE_RESPONSES:PSL_EMAILS:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,"Використання й обробка даних (Електронні адреси)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Керування обліковим записом"
PSL_DATA_USAGE_RESPONSES:PSL_SMS_CALL_LOG:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,Використання й обробка даних (SMS або MMS)/Що ваш додаток робить із цими даними користувачів?/Збирає
PSL_DATA_USAGE_RESPONSES:PSL_SMS_CALL_LOG:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,Використання й обробка даних (SMS або MMS)/Що ваш додаток робить із цими даними користувачів?/Передає
PSL_DATA_USAGE_RESPONSES:PSL_SMS_CALL_LOG:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Використання й обробка даних (SMS або MMS)/Ці дані обробляються тимчасово?
PSL_DATA_USAGE_RESPONSES:PSL_SMS_CALL_LOG:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,Використання й обробка даних (SMS або MMS)/Чи можуть користувачі заборонити додатку збирати ці дані?/Користувачі можуть заборонити додатку збирати ці дані
PSL_DATA_USAGE_RESPONSES:PSL_SMS_CALL_LOG:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,Використання й обробка даних (SMS або MMS)/Чи можуть користувачі заборонити додатку збирати ці дані?/Ці дані необхідні додатку (користувачі не можуть заборонити збирати їх)
PSL_DATA_USAGE_RESPONSES:PSL_SMS_CALL_LOG:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,"Використання й обробка даних (SMS або MMS)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Функції додатка"
PSL_DATA_USAGE_RESPONSES:PSL_SMS_CALL_LOG:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,"Використання й обробка даних (SMS або MMS)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Аналітика"
PSL_DATA_USAGE_RESPONSES:PSL_SMS_CALL_LOG:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,"Використання й обробка даних (SMS або MMS)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Сповіщення від розробника"
PSL_DATA_USAGE_RESPONSES:PSL_SMS_CALL_LOG:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Використання й обробка даних (SMS або MMS)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Запобігання шахрайству, безпека й відповідність вимогам"
PSL_DATA_USAGE_RESPONSES:PSL_SMS_CALL_LOG:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,"Використання й обробка даних (SMS або MMS)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Реклама й маркетинг"
PSL_DATA_USAGE_RESPONSES:PSL_SMS_CALL_LOG:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,"Використання й обробка даних (SMS або MMS)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Персоналізація"
PSL_DATA_USAGE_RESPONSES:PSL_SMS_CALL_LOG:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,"Використання й обробка даних (SMS або MMS)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Керування обліковим записом"
PSL_DATA_USAGE_RESPONSES:PSL_SMS_CALL_LOG:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,"Використання й обробка даних (SMS або MMS)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Функції додатка"
PSL_DATA_USAGE_RESPONSES:PSL_SMS_CALL_LOG:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,"Використання й обробка даних (SMS або MMS)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Аналітика"
PSL_DATA_USAGE_RESPONSES:PSL_SMS_CALL_LOG:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,"Використання й обробка даних (SMS або MMS)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Сповіщення від розробника"
PSL_DATA_USAGE_RESPONSES:PSL_SMS_CALL_LOG:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Використання й обробка даних (SMS або MMS)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Запобігання шахрайству, безпека й відповідність вимогам"
PSL_DATA_USAGE_RESPONSES:PSL_SMS_CALL_LOG:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,"Використання й обробка даних (SMS або MMS)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Реклама й маркетинг"
PSL_DATA_USAGE_RESPONSES:PSL_SMS_CALL_LOG:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,"Використання й обробка даних (SMS або MMS)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Персоналізація"
PSL_DATA_USAGE_RESPONSES:PSL_SMS_CALL_LOG:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,"Використання й обробка даних (SMS або MMS)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Керування обліковим записом"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_MESSAGES:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,Використання й обробка даних (Інші повідомлення в додатку)/Що ваш додаток робить із цими даними користувачів?/Збирає
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_MESSAGES:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,Використання й обробка даних (Інші повідомлення в додатку)/Що ваш додаток робить із цими даними користувачів?/Передає
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_MESSAGES:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Використання й обробка даних (Інші повідомлення в додатку)/Ці дані обробляються тимчасово?
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_MESSAGES:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,Використання й обробка даних (Інші повідомлення в додатку)/Чи можуть користувачі заборонити додатку збирати ці дані?/Користувачі можуть заборонити додатку збирати ці дані
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_MESSAGES:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,Використання й обробка даних (Інші повідомлення в додатку)/Чи можуть користувачі заборонити додатку збирати ці дані?/Ці дані необхідні додатку (користувачі не можуть заборонити збирати їх)
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_MESSAGES:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,"Використання й обробка даних (Інші повідомлення в додатку)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Функції додатка"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_MESSAGES:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,"Використання й обробка даних (Інші повідомлення в додатку)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Аналітика"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_MESSAGES:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,"Використання й обробка даних (Інші повідомлення в додатку)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Сповіщення від розробника"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_MESSAGES:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Використання й обробка даних (Інші повідомлення в додатку)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Запобігання шахрайству, безпека й відповідність вимогам"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_MESSAGES:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,"Використання й обробка даних (Інші повідомлення в додатку)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Реклама й маркетинг"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_MESSAGES:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,"Використання й обробка даних (Інші повідомлення в додатку)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Персоналізація"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_MESSAGES:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,"Використання й обробка даних (Інші повідомлення в додатку)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Керування обліковим записом"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_MESSAGES:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,"Використання й обробка даних (Інші повідомлення в додатку)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Функції додатка"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_MESSAGES:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,"Використання й обробка даних (Інші повідомлення в додатку)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Аналітика"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_MESSAGES:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,"Використання й обробка даних (Інші повідомлення в додатку)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Сповіщення від розробника"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_MESSAGES:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Використання й обробка даних (Інші повідомлення в додатку)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Запобігання шахрайству, безпека й відповідність вимогам"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_MESSAGES:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,"Використання й обробка даних (Інші повідомлення в додатку)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Реклама й маркетинг"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_MESSAGES:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,"Використання й обробка даних (Інші повідомлення в додатку)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Персоналізація"
PSL_DATA_USAGE_RESPONSES:PSL_OTHER_MESSAGES:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,"Використання й обробка даних (Інші повідомлення в додатку)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Керування обліковим записом"
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,Використання й обробка даних (Фото)/Що ваш додаток робить із цими даними користувачів?/Збирає
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,Використання й обробка даних (Фото)/Що ваш додаток робить із цими даними користувачів?/Передає
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Використання й обробка даних (Фото)/Ці дані обробляються тимчасово?
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,Використання й обробка даних (Фото)/Чи можуть користувачі заборонити додатку збирати ці дані?/Користувачі можуть заборонити додатку збирати ці дані
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,Використання й обробка даних (Фото)/Чи можуть користувачі заборонити додатку збирати ці дані?/Ці дані необхідні додатку (користувачі не можуть заборонити збирати їх)
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,"Використання й обробка даних (Фото)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Функції додатка"
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,"Використання й обробка даних (Фото)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Аналітика"
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,"Використання й обробка даних (Фото)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Сповіщення від розробника"
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Використання й обробка даних (Фото)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Запобігання шахрайству, безпека й відповідність вимогам"
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,"Використання й обробка даних (Фото)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Реклама й маркетинг"
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,"Використання й обробка даних (Фото)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Персоналізація"
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,"Використання й обробка даних (Фото)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Керування обліковим записом"
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,"Використання й обробка даних (Фото)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Функції додатка"
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,"Використання й обробка даних (Фото)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Аналітика"
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,"Використання й обробка даних (Фото)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Сповіщення від розробника"
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Використання й обробка даних (Фото)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Запобігання шахрайству, безпека й відповідність вимогам"
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,"Використання й обробка даних (Фото)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Реклама й маркетинг"
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,"Використання й обробка даних (Фото)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Персоналізація"
PSL_DATA_USAGE_RESPONSES:PSL_PHOTOS:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,"Використання й обробка даних (Фото)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Керування обліковим записом"
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,Використання й обробка даних (Відео)/Що ваш додаток робить із цими даними користувачів?/Збирає
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,Використання й обробка даних (Відео)/Що ваш додаток робить із цими даними користувачів?/Передає
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Використання й обробка даних (Відео)/Ці дані обробляються тимчасово?
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,Використання й обробка даних (Відео)/Чи можуть користувачі заборонити додатку збирати ці дані?/Користувачі можуть заборонити додатку збирати ці дані
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,Використання й обробка даних (Відео)/Чи можуть користувачі заборонити додатку збирати ці дані?/Ці дані необхідні додатку (користувачі не можуть заборонити збирати їх)
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,"Використання й обробка даних (Відео)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Функції додатка"
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,"Використання й обробка даних (Відео)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Аналітика"
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,"Використання й обробка даних (Відео)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Сповіщення від розробника"
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Використання й обробка даних (Відео)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Запобігання шахрайству, безпека й відповідність вимогам"
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,"Використання й обробка даних (Відео)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Реклама й маркетинг"
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,"Використання й обробка даних (Відео)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Персоналізація"
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,"Використання й обробка даних (Відео)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Керування обліковим записом"
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,"Використання й обробка даних (Відео)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Функції додатка"
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,"Використання й обробка даних (Відео)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Аналітика"
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_SHARING_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,"Використання й обробка даних (Відео)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Сповіщення від розробника"
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_SHARING_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Використання й обробка даних (Відео)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Запобігання шахрайству, безпека й відповідність вимогам"
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_SHARING_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,"Використання й обробка даних (Відео)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Реклама й маркетинг"
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_SHARING_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,"Використання й обробка даних (Відео)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Персоналізація"
PSL_DATA_USAGE_RESPONSES:PSL_VIDEOS:DATA_USAGE_SHARING_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,"Використання й обробка даних (Відео)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Керування обліковим записом"
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_COLLECTED,,MULTIPLE_CHOICE,Використання й обробка даних (Голосові й аудіозаписи)/Що ваш додаток робить із цими даними користувачів?/Збирає
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:PSL_DATA_USAGE_COLLECTION_AND_SHARING,PSL_DATA_USAGE_ONLY_SHARED,,MULTIPLE_CHOICE,Використання й обробка даних (Голосові й аудіозаписи)/Що ваш додаток робить із цими даними користувачів?/Передає
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:PSL_DATA_USAGE_EPHEMERAL,,,MAYBE_REQUIRED,Використання й обробка даних (Голосові й аудіозаписи)/Ці дані обробляються тимчасово?
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_OPTIONAL,,SINGLE_CHOICE,Використання й обробка даних (Голосові й аудіозаписи)/Чи можуть користувачі заборонити додатку збирати ці дані?/Користувачі можуть заборонити додатку збирати ці дані
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_USER_CONTROL,PSL_DATA_USAGE_USER_CONTROL_REQUIRED,,SINGLE_CHOICE,Використання й обробка даних (Голосові й аудіозаписи)/Чи можуть користувачі заборонити додатку збирати ці дані?/Ці дані необхідні додатку (користувачі не можуть заборонити збирати їх)
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_COLLECTION_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,"Використання й обробка даних (Голосові й аудіозаписи)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Функції додатка"
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_COLLECTION_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,"Використання й обробка даних (Голосові й аудіозаписи)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Аналітика"
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_COLLECTION_PURPOSE,PSL_DEVELOPER_COMMUNICATIONS,,MULTIPLE_CHOICE,"Використання й обробка даних (Голосові й аудіозаписи)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Сповіщення від розробника"
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_COLLECTION_PURPOSE,PSL_FRAUD_PREVENTION_SECURITY,,MULTIPLE_CHOICE,"Використання й обробка даних (Голосові й аудіозаписи)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Запобігання шахрайству, безпека й відповідність вимогам"
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_COLLECTION_PURPOSE,PSL_ADVERTISING,,MULTIPLE_CHOICE,"Використання й обробка даних (Голосові й аудіозаписи)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Реклама й маркетинг"
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_COLLECTION_PURPOSE,PSL_PERSONALIZATION,,MULTIPLE_CHOICE,"Використання й обробка даних (Голосові й аудіозаписи)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Персоналізація"
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_COLLECTION_PURPOSE,PSL_ACCOUNT_MANAGEMENT,,MULTIPLE_CHOICE,"Використання й обробка даних (Голосові й аудіозаписи)/Навіщо додаток збирає ці дані користувачів? Виберіть усе, що підходить./Керування обліковим записом"
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_SHARING_PURPOSE,PSL_APP_FUNCTIONALITY,,MULTIPLE_CHOICE,"Використання й обробка даних (Голосові й аудіозаписи)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Функції додатка"
PSL_DATA_USAGE_RESPONSES:PSL_AUDIO:DATA_USAGE_SHARING_PURPOSE,PSL_ANALYTICS,,MULTIPLE_CHOICE,"Використання й обробка даних (Голосові й аудіозаписи)/Навіщо додаток передає ці дані користувачів? Виберіть усе, що підходить./Аналітика"
